"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"03/01/2025 19:45:00 - 03/01/2025 20:00:00","BZN|NO1","Without Sequence","93.28","",""
"03/01/2025 20:00:00 - 03/01/2025 20:15:00","BZN|NO1","Without Sequence","69.20","",""
"03/01/2025 20:15:00 - 03/01/2025 20:30:00","BZN|NO1","Without Sequence","69.20","",""
"03/01/2025 20:30:00 - 03/01/2025 20:45:00","BZN|NO1","Without Sequence","69.20","",""
"03/01/2025 20:45:00 - 03/01/2025 21:00:00","BZN|NO1","Without Sequence","69.20","",""
"03/01/2025 21:00:00 - 03/01/2025 21:15:00","BZN|NO1","Without Sequence","69.12","",""
"03/01/2025 21:15:00 - 03/01/2025 21:30:00","BZN|NO1","Without Sequence","69.12","",""
"03/01/2025 21:30:00 - 03/01/2025 21:45:00","BZN|NO1","Without Sequence","69.12","",""
"03/01/2025 21:45:00 - 03/01/2025 22:00:00","BZN|NO1","Without Sequence","69.12","",""
"03/01/2025 22:00:00 - 03/01/2025 22:15:00","BZN|NO1","Without Sequence","56.86","",""
"03/01/2025 22:15:00 - 03/01/2025 22:30:00","BZN|NO1","Without Sequence","56.86","",""
"03/01/2025 22:30:00 - 03/01/2025 22:45:00","BZN|NO1","Without Sequence","56.86","",""
"03/01/2025 22:45:00 - 03/01/2025 23:00:00","BZN|NO1","Without Sequence","56.86","",""
"03/01/2025 23:00:00 - 03/01/2025 23:15:00","BZN|NO1","Without Sequence","57.69","",""
"03/01/2025 23:15:00 - 03/01/2025 23:30:00","BZN|NO1","Without Sequence","57.69","",""
"03/01/2025 23:30:00 - 03/01/2025 23:45:00","BZN|NO1","Without Sequence","57.69","",""
"03/01/2025 23:45:00 - 04/01/2025 00:00:00","BZN|NO1","Without Sequence","57.69","",""
"04/01/2025 00:00:00 - 04/01/2025 00:15:00","BZN|NO1","Without Sequence","45.37","",""
"04/01/2025 00:15:00 - 04/01/2025 00:30:00","BZN|NO1","Without Sequence","45.37","",""
"04/01/2025 00:30:00 - 04/01/2025 00:45:00","BZN|NO1","Without Sequence","45.37","",""
"04/01/2025 00:45:00 - 04/01/2025 01:00:00","BZN|NO1","Without Sequence","45.37","",""
"04/01/2025 01:00:00 - 04/01/2025 01:15:00","BZN|NO1","Without Sequence","41.92","",""
"04/01/2025 01:15:00 - 04/01/2025 01:30:00","BZN|NO1","Without Sequence","41.92","",""
"04/01/2025 01:30:00 - 04/01/2025 01:45:00","BZN|NO1","Without Sequence","41.92","",""
"04/01/2025 01:45:00 - 04/01/2025 02:00:00","BZN|NO1","Without Sequence","41.92","",""
"04/01/2025 02:00:00 - 04/01/2025 02:15:00","BZN|NO1","Without Sequence","38.96","",""
"04/01/2025 02:15:00 - 04/01/2025 02:30:00","BZN|NO1","Without Sequence","38.96","",""
"04/01/2025 02:30:00 - 04/01/2025 02:45:00","BZN|NO1","Without Sequence","38.96","",""
"04/01/2025 02:45:00 - 04/01/2025 03:00:00","BZN|NO1","Without Sequence","38.96","",""
"04/01/2025 03:00:00 - 04/01/2025 03:15:00","BZN|NO1","Without Sequence","38.31","",""
"04/01/2025 03:15:00 - 04/01/2025 03:30:00","BZN|NO1","Without Sequence","38.31","",""
"04/01/2025 03:30:00 - 04/01/2025 03:45:00","BZN|NO1","Without Sequence","38.31","",""
"04/01/2025 03:45:00 - 04/01/2025 04:00:00","BZN|NO1","Without Sequence","38.31","",""
"04/01/2025 04:00:00 - 04/01/2025 04:15:00","BZN|NO1","Without Sequence","38.44","",""
"04/01/2025 04:15:00 - 04/01/2025 04:30:00","BZN|NO1","Without Sequence","38.44","",""
"04/01/2025 04:30:00 - 04/01/2025 04:45:00","BZN|NO1","Without Sequence","38.44","",""
"04/01/2025 04:45:00 - 04/01/2025 05:00:00","BZN|NO1","Without Sequence","38.44","",""
"04/01/2025 05:00:00 - 04/01/2025 05:15:00","BZN|NO1","Without Sequence","38.83","",""
"04/01/2025 05:15:00 - 04/01/2025 05:30:00","BZN|NO1","Without Sequence","38.83","",""
"04/01/2025 05:30:00 - 04/01/2025 05:45:00","BZN|NO1","Without Sequence","38.83","",""
"04/01/2025 05:45:00 - 04/01/2025 06:00:00","BZN|NO1","Without Sequence","38.83","",""
"04/01/2025 06:00:00 - 04/01/2025 06:15:00","BZN|NO1","Without Sequence","47.50","",""
"04/01/2025 06:15:00 - 04/01/2025 06:30:00","BZN|NO1","Without Sequence","47.50","",""
"04/01/2025 06:30:00 - 04/01/2025 06:45:00","BZN|NO1","Without Sequence","47.50","",""
"04/01/2025 06:45:00 - 04/01/2025 07:00:00","BZN|NO1","Without Sequence","47.50","",""
"04/01/2025 07:00:00 - 04/01/2025 07:15:00","BZN|NO1","Without Sequence","72.48","",""
"04/01/2025 07:15:00 - 04/01/2025 07:30:00","BZN|NO1","Without Sequence","72.48","",""
"04/01/2025 07:30:00 - 04/01/2025 07:45:00","BZN|NO1","Without Sequence","72.48","",""
"04/01/2025 07:45:00 - 04/01/2025 08:00:00","BZN|NO1","Without Sequence","72.48","",""
"04/01/2025 08:00:00 - 04/01/2025 08:15:00","BZN|NO1","Without Sequence","86.39","",""
"04/01/2025 08:15:00 - 04/01/2025 08:30:00","BZN|NO1","Without Sequence","86.39","",""
"04/01/2025 08:30:00 - 04/01/2025 08:45:00","BZN|NO1","Without Sequence","86.39","",""
"04/01/2025 08:45:00 - 04/01/2025 09:00:00","BZN|NO1","Without Sequence","86.39","",""
"04/01/2025 09:00:00 - 04/01/2025 09:15:00","BZN|NO1","Without Sequence","91.19","",""
"04/01/2025 09:15:00 - 04/01/2025 09:30:00","BZN|NO1","Without Sequence","91.19","",""
"04/01/2025 09:30:00 - 04/01/2025 09:45:00","BZN|NO1","Without Sequence","91.19","",""
"04/01/2025 09:45:00 - 04/01/2025 10:00:00","BZN|NO1","Without Sequence","91.19","",""
"04/01/2025 10:00:00 - 04/01/2025 10:15:00","BZN|NO1","Without Sequence","91.71","",""
"04/01/2025 10:15:00 - 04/01/2025 10:30:00","BZN|NO1","Without Sequence","91.71","",""
"04/01/2025 10:30:00 - 04/01/2025 10:45:00","BZN|NO1","Without Sequence","91.71","",""
"04/01/2025 10:45:00 - 04/01/2025 11:00:00","BZN|NO1","Without Sequence","91.71","",""
"04/01/2025 11:00:00 - 04/01/2025 11:15:00","BZN|NO1","Without Sequence","91.85","",""
"04/01/2025 11:15:00 - 04/01/2025 11:30:00","BZN|NO1","Without Sequence","91.85","",""
"04/01/2025 11:30:00 - 04/01/2025 11:45:00","BZN|NO1","Without Sequence","91.85","",""
"04/01/2025 11:45:00 - 04/01/2025 12:00:00","BZN|NO1","Without Sequence","91.85","",""
"04/01/2025 12:00:00 - 04/01/2025 12:15:00","BZN|NO1","Without Sequence","89.39","",""
"04/01/2025 12:15:00 - 04/01/2025 12:30:00","BZN|NO1","Without Sequence","89.39","",""
"04/01/2025 12:30:00 - 04/01/2025 12:45:00","BZN|NO1","Without Sequence","89.39","",""
"04/01/2025 12:45:00 - 04/01/2025 13:00:00","BZN|NO1","Without Sequence","89.39","",""
"04/01/2025 13:00:00 - 04/01/2025 13:15:00","BZN|NO1","Without Sequence","68.45","",""
"04/01/2025 13:15:00 - 04/01/2025 13:30:00","BZN|NO1","Without Sequence","68.45","",""
"04/01/2025 13:30:00 - 04/01/2025 13:45:00","BZN|NO1","Without Sequence","68.45","",""
"04/01/2025 13:45:00 - 04/01/2025 14:00:00","BZN|NO1","Without Sequence","68.45","",""
"04/01/2025 14:00:00 - 04/01/2025 14:15:00","BZN|NO1","Without Sequence","93.21","",""
"04/01/2025 14:15:00 - 04/01/2025 14:30:00","BZN|NO1","Without Sequence","93.21","",""
"04/01/2025 14:30:00 - 04/01/2025 14:45:00","BZN|NO1","Without Sequence","93.21","",""
"04/01/2025 14:45:00 - 04/01/2025 15:00:00","BZN|NO1","Without Sequence","93.21","",""
"04/01/2025 15:00:00 - 04/01/2025 15:15:00","BZN|NO1","Without Sequence","120.73","",""
"04/01/2025 15:15:00 - 04/01/2025 15:30:00","BZN|NO1","Without Sequence","120.73","",""
"04/01/2025 15:30:00 - 04/01/2025 15:45:00","BZN|NO1","Without Sequence","120.73","",""
"04/01/2025 15:45:00 - 04/01/2025 16:00:00","BZN|NO1","Without Sequence","120.73","",""
"04/01/2025 16:00:00 - 04/01/2025 16:15:00","BZN|NO1","Without Sequence","114.71","",""
"04/01/2025 16:15:00 - 04/01/2025 16:30:00","BZN|NO1","Without Sequence","114.71","",""
"04/01/2025 16:30:00 - 04/01/2025 16:45:00","BZN|NO1","Without Sequence","114.71","",""
"04/01/2025 16:45:00 - 04/01/2025 17:00:00","BZN|NO1","Without Sequence","114.71","",""
"04/01/2025 17:00:00 - 04/01/2025 17:15:00","BZN|NO1","Without Sequence","144.33","",""
"04/01/2025 17:15:00 - 04/01/2025 17:30:00","BZN|NO1","Without Sequence","144.33","",""
"04/01/2025 17:30:00 - 04/01/2025 17:45:00","BZN|NO1","Without Sequence","144.33","",""
"04/01/2025 17:45:00 - 04/01/2025 18:00:00","BZN|NO1","Without Sequence","144.33","",""
"04/01/2025 18:00:00 - 04/01/2025 18:15:00","BZN|NO1","Without Sequence","112.67","",""
"04/01/2025 18:15:00 - 04/01/2025 18:30:00","BZN|NO1","Without Sequence","112.67","",""
"04/01/2025 18:30:00 - 04/01/2025 18:45:00","BZN|NO1","Without Sequence","112.67","",""
"04/01/2025 18:45:00 - 04/01/2025 19:00:00","BZN|NO1","Without Sequence","112.67","",""
"04/01/2025 19:00:00 - 04/01/2025 19:15:00","BZN|NO1","Without Sequence","107.29","",""
"04/01/2025 19:15:00 - 04/01/2025 19:30:00","BZN|NO1","Without Sequence","107.29","",""
"04/01/2025 19:30:00 - 04/01/2025 19:45:00","BZN|NO1","Without Sequence","107.29","",""
"04/01/2025 19:45:00 - 04/01/2025 20:00:00","BZN|NO1","Without Sequence","107.29","",""
"04/01/2025 20:00:00 - 04/01/2025 20:15:00","BZN|NO1","Without Sequence","94.56","",""
"04/01/2025 20:15:00 - 04/01/2025 20:30:00","BZN|NO1","Without Sequence","94.56","",""
"04/01/2025 20:30:00 - 04/01/2025 20:45:00","BZN|NO1","Without Sequence","94.56","",""
"04/01/2025 20:45:00 - 04/01/2025 21:00:00","BZN|NO1","Without Sequence","94.56","",""
"04/01/2025 21:00:00 - 04/01/2025 21:15:00","BZN|NO1","Without Sequence","92.58","",""
"04/01/2025 21:15:00 - 04/01/2025 21:30:00","BZN|NO1","Without Sequence","92.58","",""
"04/01/2025 21:30:00 - 04/01/2025 21:45:00","BZN|NO1","Without Sequence","92.58","",""
"04/01/2025 21:45:00 - 04/01/2025 22:00:00","BZN|NO1","Without Sequence","92.58","",""
"04/01/2025 22:00:00 - 04/01/2025 22:15:00","BZN|NO1","Without Sequence","59.93","",""
"04/01/2025 22:15:00 - 04/01/2025 22:30:00","BZN|NO1","Without Sequence","59.93","",""
"04/01/2025 22:30:00 - 04/01/2025 22:45:00","BZN|NO1","Without Sequence","59.93","",""
"04/01/2025 22:45:00 - 04/01/2025 23:00:00","BZN|NO1","Without Sequence","59.93","",""
"04/01/2025 23:00:00 - 04/01/2025 23:15:00","BZN|NO1","Without Sequence","50.29","",""
"04/01/2025 23:15:00 - 04/01/2025 23:30:00","BZN|NO1","Without Sequence","50.29","",""
"04/01/2025 23:30:00 - 04/01/2025 23:45:00","BZN|NO1","Without Sequence","50.29","",""
"04/01/2025 23:45:00 - 05/01/2025 00:00:00","BZN|NO1","Without Sequence","50.29","",""
"05/01/2025 00:00:00 - 05/01/2025 00:15:00","BZN|NO1","Without Sequence","45.55","",""
"05/01/2025 00:15:00 - 05/01/2025 00:30:00","BZN|NO1","Without Sequence","45.55","",""
"05/01/2025 00:30:00 - 05/01/2025 00:45:00","BZN|NO1","Without Sequence","45.55","",""
"05/01/2025 00:45:00 - 05/01/2025 01:00:00","BZN|NO1","Without Sequence","45.55","",""
"05/01/2025 01:00:00 - 05/01/2025 01:15:00","BZN|NO1","Without Sequence","45.89","",""
"05/01/2025 01:15:00 - 05/01/2025 01:30:00","BZN|NO1","Without Sequence","45.89","",""
"05/01/2025 01:30:00 - 05/01/2025 01:45:00","BZN|NO1","Without Sequence","45.89","",""
"05/01/2025 01:45:00 - 05/01/2025 02:00:00","BZN|NO1","Without Sequence","45.89","",""
"05/01/2025 02:00:00 - 05/01/2025 02:15:00","BZN|NO1","Without Sequence","46.61","",""
"05/01/2025 02:15:00 - 05/01/2025 02:30:00","BZN|NO1","Without Sequence","46.61","",""
"05/01/2025 02:30:00 - 05/01/2025 02:45:00","BZN|NO1","Without Sequence","46.61","",""
"05/01/2025 02:45:00 - 05/01/2025 03:00:00","BZN|NO1","Without Sequence","46.61","",""
"05/01/2025 03:00:00 - 05/01/2025 03:15:00","BZN|NO1","Without Sequence","47.96","",""
"05/01/2025 03:15:00 - 05/01/2025 03:30:00","BZN|NO1","Without Sequence","47.96","",""
"05/01/2025 03:30:00 - 05/01/2025 03:45:00","BZN|NO1","Without Sequence","47.96","",""
"05/01/2025 03:45:00 - 05/01/2025 04:00:00","BZN|NO1","Without Sequence","47.96","",""
"05/01/2025 04:00:00 - 05/01/2025 04:15:00","BZN|NO1","Without Sequence","54.68","",""
"05/01/2025 04:15:00 - 05/01/2025 04:30:00","BZN|NO1","Without Sequence","54.68","",""
"05/01/2025 04:30:00 - 05/01/2025 04:45:00","BZN|NO1","Without Sequence","54.68","",""
"05/01/2025 04:45:00 - 05/01/2025 05:00:00","BZN|NO1","Without Sequence","54.68","",""
"05/01/2025 05:00:00 - 05/01/2025 05:15:00","BZN|NO1","Without Sequence","55.91","",""
"05/01/2025 05:15:00 - 05/01/2025 05:30:00","BZN|NO1","Without Sequence","55.91","",""
"05/01/2025 05:30:00 - 05/01/2025 05:45:00","BZN|NO1","Without Sequence","55.91","",""
"05/01/2025 05:45:00 - 05/01/2025 06:00:00","BZN|NO1","Without Sequence","55.91","",""
"05/01/2025 06:00:00 - 05/01/2025 06:15:00","BZN|NO1","Without Sequence","66.80","",""
"05/01/2025 06:15:00 - 05/01/2025 06:30:00","BZN|NO1","Without Sequence","66.80","",""
"05/01/2025 06:30:00 - 05/01/2025 06:45:00","BZN|NO1","Without Sequence","66.80","",""
"05/01/2025 06:45:00 - 05/01/2025 07:00:00","BZN|NO1","Without Sequence","66.80","",""
"05/01/2025 07:00:00 - 05/01/2025 07:15:00","BZN|NO1","Without Sequence","68.57","",""
"05/01/2025 07:15:00 - 05/01/2025 07:30:00","BZN|NO1","Without Sequence","68.57","",""
"05/01/2025 07:30:00 - 05/01/2025 07:45:00","BZN|NO1","Without Sequence","68.57","",""
"05/01/2025 07:45:00 - 05/01/2025 08:00:00","BZN|NO1","Without Sequence","68.57","",""
"05/01/2025 08:00:00 - 05/01/2025 08:15:00","BZN|NO1","Without Sequence","71.21","",""
"05/01/2025 08:15:00 - 05/01/2025 08:30:00","BZN|NO1","Without Sequence","71.21","",""
"05/01/2025 08:30:00 - 05/01/2025 08:45:00","BZN|NO1","Without Sequence","71.21","",""
"05/01/2025 08:45:00 - 05/01/2025 09:00:00","BZN|NO1","Without Sequence","71.21","",""
"05/01/2025 09:00:00 - 05/01/2025 09:15:00","BZN|NO1","Without Sequence","74.79","",""
"05/01/2025 09:15:00 - 05/01/2025 09:30:00","BZN|NO1","Without Sequence","74.79","",""
"05/01/2025 09:30:00 - 05/01/2025 09:45:00","BZN|NO1","Without Sequence","74.79","",""
"05/01/2025 09:45:00 - 05/01/2025 10:00:00","BZN|NO1","Without Sequence","74.79","",""
"05/01/2025 10:00:00 - 05/01/2025 10:15:00","BZN|NO1","Without Sequence","70.64","",""
"05/01/2025 10:15:00 - 05/01/2025 10:30:00","BZN|NO1","Without Sequence","70.64","",""
"05/01/2025 10:30:00 - 05/01/2025 10:45:00","BZN|NO1","Without Sequence","70.64","",""
"05/01/2025 10:45:00 - 05/01/2025 11:00:00","BZN|NO1","Without Sequence","70.64","",""
"05/01/2025 11:00:00 - 05/01/2025 11:15:00","BZN|NO1","Without Sequence","75.52","",""
"05/01/2025 11:15:00 - 05/01/2025 11:30:00","BZN|NO1","Without Sequence","75.52","",""
"05/01/2025 11:30:00 - 05/01/2025 11:45:00","BZN|NO1","Without Sequence","75.52","",""
"05/01/2025 11:45:00 - 05/01/2025 12:00:00","BZN|NO1","Without Sequence","75.52","",""
"05/01/2025 12:00:00 - 05/01/2025 12:15:00","BZN|NO1","Without Sequence","69.78","",""
"05/01/2025 12:15:00 - 05/01/2025 12:30:00","BZN|NO1","Without Sequence","69.78","",""
"05/01/2025 12:30:00 - 05/01/2025 12:45:00","BZN|NO1","Without Sequence","69.78","",""
"05/01/2025 12:45:00 - 05/01/2025 13:00:00","BZN|NO1","Without Sequence","69.78","",""
"05/01/2025 13:00:00 - 05/01/2025 13:15:00","BZN|NO1","Without Sequence","66.65","",""
"05/01/2025 13:15:00 - 05/01/2025 13:30:00","BZN|NO1","Without Sequence","66.65","",""
"05/01/2025 13:30:00 - 05/01/2025 13:45:00","BZN|NO1","Without Sequence","66.65","",""
"05/01/2025 13:45:00 - 05/01/2025 14:00:00","BZN|NO1","Without Sequence","66.65","",""
"05/01/2025 14:00:00 - 05/01/2025 14:15:00","BZN|NO1","Without Sequence","58.37","",""
"05/01/2025 14:15:00 - 05/01/2025 14:30:00","BZN|NO1","Without Sequence","58.37","",""
"05/01/2025 14:30:00 - 05/01/2025 14:45:00","BZN|NO1","Without Sequence","58.37","",""
"05/01/2025 14:45:00 - 05/01/2025 15:00:00","BZN|NO1","Without Sequence","58.37","",""
"05/01/2025 15:00:00 - 05/01/2025 15:15:00","BZN|NO1","Without Sequence","45.65","",""
"05/01/2025 15:15:00 - 05/01/2025 15:30:00","BZN|NO1","Without Sequence","45.65","",""
"05/01/2025 15:30:00 - 05/01/2025 15:45:00","BZN|NO1","Without Sequence","45.65","",""
"05/01/2025 15:45:00 - 05/01/2025 16:00:00","BZN|NO1","Without Sequence","45.65","",""
"05/01/2025 16:00:00 - 05/01/2025 16:15:00","BZN|NO1","Without Sequence","47.60","",""
"05/01/2025 16:15:00 - 05/01/2025 16:30:00","BZN|NO1","Without Sequence","47.60","",""
"05/01/2025 16:30:00 - 05/01/2025 16:45:00","BZN|NO1","Without Sequence","47.60","",""
"05/01/2025 16:45:00 - 05/01/2025 17:00:00","BZN|NO1","Without Sequence","47.60","",""
"05/01/2025 17:00:00 - 05/01/2025 17:15:00","BZN|NO1","Without Sequence","60.84","",""
"05/01/2025 17:15:00 - 05/01/2025 17:30:00","BZN|NO1","Without Sequence","60.84","",""
"05/01/2025 17:30:00 - 05/01/2025 17:45:00","BZN|NO1","Without Sequence","60.84","",""
"05/01/2025 17:45:00 - 05/01/2025 18:00:00","BZN|NO1","Without Sequence","60.84","",""
"05/01/2025 18:00:00 - 05/01/2025 18:15:00","BZN|NO1","Without Sequence","58.56","",""
"05/01/2025 18:15:00 - 05/01/2025 18:30:00","BZN|NO1","Without Sequence","58.56","",""
"05/01/2025 18:30:00 - 05/01/2025 18:45:00","BZN|NO1","Without Sequence","58.56","",""
"05/01/2025 18:45:00 - 05/01/2025 19:00:00","BZN|NO1","Without Sequence","58.56","",""
"05/01/2025 19:00:00 - 05/01/2025 19:15:00","BZN|NO1","Without Sequence","47.40","",""
"05/01/2025 19:15:00 - 05/01/2025 19:30:00","BZN|NO1","Without Sequence","47.40","",""
"05/01/2025 19:30:00 - 05/01/2025 19:45:00","BZN|NO1","Without Sequence","47.40","",""
"05/01/2025 19:45:00 - 05/01/2025 20:00:00","BZN|NO1","Without Sequence","47.40","",""
"05/01/2025 20:00:00 - 05/01/2025 20:15:00","BZN|NO1","Without Sequence","35.87","",""
"05/01/2025 20:15:00 - 05/01/2025 20:30:00","BZN|NO1","Without Sequence","35.87","",""
"05/01/2025 20:30:00 - 05/01/2025 20:45:00","BZN|NO1","Without Sequence","35.87","",""
"05/01/2025 20:45:00 - 05/01/2025 21:00:00","BZN|NO1","Without Sequence","35.87","",""
"05/01/2025 21:00:00 - 05/01/2025 21:15:00","BZN|NO1","Without Sequence","34.84","",""
"05/01/2025 21:15:00 - 05/01/2025 21:30:00","BZN|NO1","Without Sequence","34.84","",""
"05/01/2025 21:30:00 - 05/01/2025 21:45:00","BZN|NO1","Without Sequence","34.84","",""
"05/01/2025 21:45:00 - 05/01/2025 22:00:00","BZN|NO1","Without Sequence","34.84","",""
"05/01/2025 22:00:00 - 05/01/2025 22:15:00","BZN|NO1","Without Sequence","33.16","",""
"05/01/2025 22:15:00 - 05/01/2025 22:30:00","BZN|NO1","Without Sequence","33.16","",""
"05/01/2025 22:30:00 - 05/01/2025 22:45:00","BZN|NO1","Without Sequence","33.16","",""
"05/01/2025 22:45:00 - 05/01/2025 23:00:00","BZN|NO1","Without Sequence","33.16","",""
"05/01/2025 23:00:00 - 05/01/2025 23:15:00","BZN|NO1","Without Sequence","30.14","",""
"05/01/2025 23:15:00 - 05/01/2025 23:30:00","BZN|NO1","Without Sequence","30.14","",""
"05/01/2025 23:30:00 - 05/01/2025 23:45:00","BZN|NO1","Without Sequence","30.14","",""
"05/01/2025 23:45:00 - 06/01/2025 00:00:00","BZN|NO1","Without Sequence","30.14","",""
"06/01/2025 00:00:00 - 06/01/2025 00:15:00","BZN|NO1","Without Sequence","29.77","",""
"06/01/2025 00:15:00 - 06/01/2025 00:30:00","BZN|NO1","Without Sequence","29.77","",""
"06/01/2025 00:30:00 - 06/01/2025 00:45:00","BZN|NO1","Without Sequence","29.77","",""
"06/01/2025 00:45:00 - 06/01/2025 01:00:00","BZN|NO1","Without Sequence","29.77","",""
"06/01/2025 01:00:00 - 06/01/2025 01:15:00","BZN|NO1","Without Sequence","25.72","",""
"06/01/2025 01:15:00 - 06/01/2025 01:30:00","BZN|NO1","Without Sequence","25.72","",""
"06/01/2025 01:30:00 - 06/01/2025 01:45:00","BZN|NO1","Without Sequence","25.72","",""
"06/01/2025 01:45:00 - 06/01/2025 02:00:00","BZN|NO1","Without Sequence","25.72","",""
"06/01/2025 02:00:00 - 06/01/2025 02:15:00","BZN|NO1","Without Sequence","25.21","",""
"06/01/2025 02:15:00 - 06/01/2025 02:30:00","BZN|NO1","Without Sequence","25.21","",""
"06/01/2025 02:30:00 - 06/01/2025 02:45:00","BZN|NO1","Without Sequence","25.21","",""
"06/01/2025 02:45:00 - 06/01/2025 03:00:00","BZN|NO1","Without Sequence","25.21","",""
"06/01/2025 03:00:00 - 06/01/2025 03:15:00","BZN|NO1","Without Sequence","18.43","",""
"06/01/2025 03:15:00 - 06/01/2025 03:30:00","BZN|NO1","Without Sequence","18.43","",""
"06/01/2025 03:30:00 - 06/01/2025 03:45:00","BZN|NO1","Without Sequence","18.43","",""
"06/01/2025 03:45:00 - 06/01/2025 04:00:00","BZN|NO1","Without Sequence","18.43","",""
"06/01/2025 04:00:00 - 06/01/2025 04:15:00","BZN|NO1","Without Sequence","17.85","",""
"06/01/2025 04:15:00 - 06/01/2025 04:30:00","BZN|NO1","Without Sequence","17.85","",""
"06/01/2025 04:30:00 - 06/01/2025 04:45:00","BZN|NO1","Without Sequence","17.85","",""
"06/01/2025 04:45:00 - 06/01/2025 05:00:00","BZN|NO1","Without Sequence","17.85","",""
"06/01/2025 05:00:00 - 06/01/2025 05:15:00","BZN|NO1","Without Sequence","24.93","",""
"06/01/2025 05:15:00 - 06/01/2025 05:30:00","BZN|NO1","Without Sequence","24.93","",""
"06/01/2025 05:30:00 - 06/01/2025 05:45:00","BZN|NO1","Without Sequence","24.93","",""
"06/01/2025 05:45:00 - 06/01/2025 06:00:00","BZN|NO1","Without Sequence","24.93","",""
"06/01/2025 06:00:00 - 06/01/2025 06:15:00","BZN|NO1","Without Sequence","27.34","",""
"06/01/2025 06:15:00 - 06/01/2025 06:30:00","BZN|NO1","Without Sequence","27.34","",""
"06/01/2025 06:30:00 - 06/01/2025 06:45:00","BZN|NO1","Without Sequence","27.34","",""
"06/01/2025 06:45:00 - 06/01/2025 07:00:00","BZN|NO1","Without Sequence","27.34","",""
"06/01/2025 07:00:00 - 06/01/2025 07:15:00","BZN|NO1","Without Sequence","33.21","",""
"06/01/2025 07:15:00 - 06/01/2025 07:30:00","BZN|NO1","Without Sequence","33.21","",""
"06/01/2025 07:30:00 - 06/01/2025 07:45:00","BZN|NO1","Without Sequence","33.21","",""
"06/01/2025 07:45:00 - 06/01/2025 08:00:00","BZN|NO1","Without Sequence","33.21","",""
"06/01/2025 08:00:00 - 06/01/2025 08:15:00","BZN|NO1","Without Sequence","41.72","",""
"06/01/2025 08:15:00 - 06/01/2025 08:30:00","BZN|NO1","Without Sequence","41.72","",""
"06/01/2025 08:30:00 - 06/01/2025 08:45:00","BZN|NO1","Without Sequence","41.72","",""
"06/01/2025 08:45:00 - 06/01/2025 09:00:00","BZN|NO1","Without Sequence","41.72","",""
"06/01/2025 09:00:00 - 06/01/2025 09:15:00","BZN|NO1","Without Sequence","38.08","",""
